"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct","chosen_dev"
"4142",4212,1,2,1,1,212,212,0,1,848982.559170522,11,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,1.20677069635894,0,2,848982.921225707,1,848983.816450095,0,0.85,0,0.78061049000727,0.314378729272674,0,1,0.755673519315139,0,1,1,1,0,2,0,848985.089577135,848985.628622278,1,1,1.88888888888889,2,0,0,1,848987.035476897,848177.043468549,"10","reinstatement",2,1,1.24784603383887e-08
"4143",4213,1,2,1,1,213,213,0,1,848987.549477909,12,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,1.48652142295742,0,1,848987.9086564,2,848989.240853445,0.85,0,1,0.463707863870752,0.596990440466881,1,0,0.00110633582206243,0,0,1,1,0,1,1,848990.762962022,848990.818304098,1,0,1.88888888888889,0,0,0,1,848991.580757491,848177.043468549,"10","reinstatement",2,0,0.703506247177328
"4144",4214,1,1,2,1,214,214,0,1,848992.016464765,13,5,0.85,0,0,0.85,0,2,20,1,2,110,0,0,0.686975011577595,0,2,848992.378922022,2,848992.760792579,0,0.85,0,0.529861943659982,0.590651698455088,1,0,0.918367562746966,0,0,1,1,0,1,1,848993.482972575,848993.53307744,1,0,1.77777777777778,1,1,0,1,848995.680815689,848177.043468549,"10","reinstatement",2,1,6.01160125021649e-09
"4145",4215,1,2,1,1,215,215,0,1,848996.201056075,1,6,0.85,0,0,0.85,0,0,4,0,3,110,0,1,2.3483170215211,0,2,848996.548866046,1,848997.448022115,0,0.85,0,0.0990807244228363,0.220907681477295,0,1,0.506917099197502,0,1,1,0,0,2,0,848999.851485376,849000.406382213,0,0,1.77777777777778,0,0,0,1,849000.407066824,848177.043468549,"10","post",3,0,0.699051194070348
"4146",4216,1,1,2,1,216,216,0,1,849000.845243586,2,6,0.85,0,0,0.85,0,0,4,0,3,110,0,2,1.84568430123842,0,2,849001.202525513,2,849001.816264453,0,0.85,0,0.842611690487237,0.0784036074223033,0,1,0.379615495954656,0,1,1,0,0,2,0,849003.72118236,849004.253595413,0,0,1.77777777777778,0,0,0,1,849004.254325302,848177.043468549,"10","post",3,0,0
"4147",4217,1,2,1,1,217,217,0,1,849004.700533562,3,6,0.85,0,0,0.85,0,0,4,0,3,110,0,3,1.25936346605636,0,2,849005.039044841,1,849005.672531538,0,0.85,0,0.567171047921803,0.81195771319145,0,1,0.390062636304547,0,1,1,0,0,2,0,849006.990500273,849007.528174686,0,0,1.77777777777778,0,0,0,1,849007.528895217,848177.043468549,"10","post",3,0,0
"4148",4218,1,1,2,1,218,218,0,1,849007.96226582,4,6,0.85,0,0,0.85,0,0,4,0,3,110,0,4,2.0666717284664,0,2,849008.308331059,2,849008.936661744,0,0.85,0,0.307165547831735,0.781797246479244,0,1,0.528114190047242,0,1,1,0,0,2,0,849011.07708118,849011.60730517,0,0,1.88888888888889,0,1,0,1,849011.608116258,848177.043468549,"10","post",3,0,0
"4149",4219,1,1,2,1,219,219,0,1,849012.057762965,1,7,0.15,0,0,0.85,0,2,20,0,3,110,1,4,2.04619109055116,0,2,849012.394940945,2,849013.175857393,0,0.85,0,0.875075359976134,0.0906845474863022,1,0,0.906509839188285,1,0,1,0,0,1,0,849015.280570521,849015.832382988,0,0,1.88888888888889,0,0,0,1,849015.833119518,848177.043468549,"10","learning",2,1,0
"4150",4220,1,1,2,1,220,220,0,1,849016.284293318,2,7,0.15,0,0,0.85,0,2,20,0,3,110,1,4,1.12780584529601,0,2,849016.631680387,2,849017.367837548,0,0.85,0,0.573199058479374,0.975950845252699,0,0,0.988418379939958,0,0,0,0,0,0,0,849018.566521937,849019.096211942,0,0,1.88888888888889,0,0,0,1,849019.097564561,848177.043468549,"10","learning",2,1,0
"4151",4221,1,1,2,1,221,221,0,1,849019.384542289,3,7,0.15,0,0,0.85,0,2,20,0,3,110,1,4,0.964606888376365,0,1,849019.734312818,1,849020.68003539,0.15,0,1,0.783072889501985,0.964873477792429,0,0,0.963651624271443,0,0,0,0,0,0,0,849021.718960394,849022.247099461,0,0,1.88888888888889,0,0,0,1,849022.248464456,848177.043468549,"10","learning",2,0,0
"4152",4222,1,2,1,1,222,222,0,1,849022.535628127,4,7,0.15,0,0,0.85,0,2,20,0,3,110,1,4,2.28261052834982,0,1,849022.886699959,2,849023.736323484,0.15,0,1,0.282718866910279,0.569802553603081,0,0,0.349846839160465,0,0,0,0,0,0,0,849026.089174157,849026.619176885,0,0,1.77777777777778,0,0,0,1,849026.620579009,848177.043468549,"10","learning",2,0,0
"4153",4223,1,1,2,1,223,223,0,1,849026.90770525,5,7,0.15,0,0,0.85,0,2,20,0,3,110,1,4,0.689206940971853,0,1,849027.273579524,1,849028.120484528,0.15,0,1,0.470773203517169,0.417896156736701,0,0,0.0468756878986173,0,0,0,0,0,0,0,849028.874842129,849029.421175598,0,0,1.77777777777778,0,0,0,1,849029.422579231,848177.043468549,"10","learning",2,0,0
"4154",4224,1,1,2,1,224,224,0,1,849029.708746172,6,7,0.15,0,0,0.85,0,2,20,0,3,115,1,0,0.768737785437298,0,2,849030.058990314,2,849030.375476028,0,0.85,0,0.317413453012427,0.241404570629406,0,1,0.411463535592787,0,1,1,0,0,2,0,849031.210005216,849031.751944862,0,1,1.66666666666667,2,0,0,0,849033.13905927,848177.043468549,"10","learning",2,1,0
"4155",4225,1,2,1,1,225,225,0,1,849033.650554269,7,7,0.15,0,0,0.85,0,2,20,0,3,115,1,1,1.31518942357704,0,2,849034.012297032,1,849035.28770158,0,0.85,0,0.357211804449347,0.279995556379936,0,1,0.505839582651282,0,1,1,0,0,2,0,849036.681079813,849037.21403651,0,0,1.66666666666667,0,0,0,0,849037.214755532,848177.043468549,"10","learning",2,1,0
"4156",4226,1,2,1,1,226,226,0,1,849037.658116681,8,7,0.15,0,0,0.85,0,2,20,0,3,115,1,2,1.97723296404334,0,2,849038.015404041,1,849038.888250596,0,0.85,0,0.172686345687979,0.3228264766844,0,1,0.827758753513982,0,1,1,0,0,2,0,849040.934480227,849041.472647572,0,0,1.66666666666667,0,0,0,0,849041.473364481,848177.043468549,"10","learning",2,1,0
"4157",4227,1,2,1,1,227,227,0,1,849041.914784692,9,7,0.15,0,0,0.85,0,2,20,0,3,115,1,3,2.16735435288886,0,2,849042.268868449,1,849043.047954439,0,0.85,0,0.707804931258013,0.181326009148759,0,1,0.735379445793969,0,1,1,0,0,2,0,849045.287959365,849045.821166301,0,0,1.66666666666667,0,0,0,0,849045.821915509,848177.043468549,"10","learning",2,1,0
"4158",4228,1,2,1,1,228,228,0,1,849046.263837104,10,7,0.15,0,0,0.85,0,2,20,0,3,115,1,4,2.02309492839674,0,2,849046.622319514,1,849047.431198443,0,0.85,0,0.279648540172431,0.302454686815694,0,1,0.686818558780619,0,1,1,0,0,2,0,849049.524747708,849050.061496327,0,0,1.66666666666667,0,0,0,0,849050.062242818,848177.043468549,"10","learning",2,1,0
"4159",4229,1,2,1,1,229,229,0,1,849050.513854913,11,7,0.15,0,0,0.85,0,2,20,0,3,120,1,0,1.46899049803294,0,2,849050.875897118,1,849051.127468885,0,0.85,0,0.443756905621389,0.447972257319048,0,1,0.371351112530494,0,1,1,0,0,2,0,849052.677263139,849053.214530951,0,1,1.66666666666667,2,0,0,0,849054.589990679,848177.043468549,"10","learning",2,1,0
"4160",4230,1,2,1,1,230,230,0,1,849055.104748143,12,7,0.15,0,0,0.85,0,2,20,0,3,120,1,0,2.21619528388398,0,2,849055.446240558,1,849055.735573672,0,0.85,0,0.191176137364102,0.89929275796065,0,0,0.483778631707205,0,0,0,0,0,0,0,849058.014879112,849058.545412505,0,0,1.66666666666667,0,0,0,0,849058.546775991,848177.043468549,"10","learning",2,1,0
"4161",4231,1,2,1,1,231,231,0,1,849058.833666482,13,7,0.15,0,0,0.85,0,2,20,0,3,120,1,1,1.47275051559197,0,1,849059.199068652,2,849059.671806479,0.15,0,1,0.102507791992143,0.11556883328523,0,1,0.876869916405219,0,1,1,0,0,2,0,849061.217426057,849061.755392969,0,0,1.77777777777778,0,1,0,1,849061.756223376,848177.043468549,"10","learning",2,0,0
"4162",4232,1,2,1,1,232,232,0,1,849062.211064431,1,8,0.15,0,0,0.85,2,0,0,0,1,120,1,2,1.32077312743951,0,1,849062.56859237,2,849063.095974381,0.15,0,1,0.101847549640575,0.332528961753769,0,1,0.878471671395975,0,1,1,0,0,2,0,849064.486754233,849065.022054846,0,0,1.77777777777778,0,0,0,1,849065.022742777,848177.043468549,"10","fill",2,0,0
"4163",4233,1,2,1,1,233,233,0,1,849065.473234079,2,8,0.15,0,0,0.85,2,0,0,0,1,120,1,2,1.12952349443791,0,1,849065.837885833,2,849067.063063566,0.15,0,1,0.847813456937367,0.561480454618652,0,0,0.27954932629925,0,0,0,0,0,0,0,849068.256390605,849068.800023062,0,0,1.77777777777778,0,0,0,1,849068.801283615,848177.043468549,"10","fill",2,0,0
"4164",4234,1,1,2,1,234,234,0,1,849069.087806143,3,8,0.15,0,0,0.85,2,0,0,0,1,120,1,2,0.987335241183465,0,1,849069.440772729,1,849070.071385751,0.15,0,1,0.457232481433377,0.441109477725568,0,0,0.0785399632878615,0,0,0,0,0,0,0,849071.12534955,849071.654404751,0,0,1.66666666666667,0,0,0,0,849071.6556484,848177.043468549,"10","fill",2,0,0
"4165",4235,1,1,2,1,235,235,0,1,849071.942720911,4,8,0.15,0,0,0.85,2,0,0,0,1,120,1,3,1.00994543245884,0,2,849072.309650776,2,849072.887322388,0,0.85,0,0.883513257085469,0.693788321289184,0,1,0.378619405088237,0,1,1,0,0,2,0,849073.961019756,849074.503304725,0,0,1.55555555555556,0,0,0,0,849074.503969112,848177.043468549,"10","fill",2,1,0
"4166",4236,1,2,1,1,236,236,0,1,849074.985110624,5,8,0.15,0,0,0.85,2,0,0,0,1,120,1,4,1.02464099435031,0,2,849075.345458206,1,849075.767483833,0,0.85,0,0.0271335392323899,0.818231249779733,0,1,0.563726237912901,0,1,1,0,0,2,0,849076.86335679,849077.417752243,0,0,1.55555555555556,0,0,0,0,849077.418430515,848177.043468549,"10","fill",2,1,0
"4167",4237,1,1,2,1,237,237,0,1,849077.870543088,6,8,0.15,0,0,0.85,2,0,0,0,1,120,1,5,1.23495396758355,0,2,849078.214492314,2,849078.743651655,0,0.85,0,0.657099551302819,0.562930936579557,0,1,0.276425433579681,0,1,1,0,0,2,0,849080.049243668,849080.601795986,0,1,1.55555555555556,0,1,0,0,849080.602649334,848177.043468549,"10","fill",2,1,0
"4168",4238,1,1,2,1,238,238,0,1,849081.049060441,1,9,0,0,0,0,0,0,8,0,1,120,1,5,1.54309386646139,0,1,849081.40037225,1,849082.694919332,0,0,1,0.764589344697351,0.674519420776337,0,0,0.171741958828377,0,0,0,0,1,0,0,849084.302673966,849084.850954712,0,1,1.55555555555556,0,0,0,0,849084.852308237,848177.043468549,"10","extinction",1,1,0
"4169",4239,1,2,1,1,239,239,0,1,849085.138864271,2,9,0,0,0,0,0,0,8,0,1,120,1,5,1.47243235405134,0,2,849085.503532929,1,849086.038862822,0,0,0,0.580302197001098,0.259837776083684,0,0,0.979102187925936,0,0,0,0,1,0,0,849087.571903737,849088.105125766,0,1,1.44444444444444,0,0,0,0,849088.106443671,848177.043468549,"10","extinction",1,0,0.965750116593797
"4170",4240,1,2,1,1,240,240,0,1,849088.393044078,3,9,0,0,0,0,0,0,8,0,1,120,1,5,2.39279712350737,0,1,849088.756216132,2,849089.255188914,0,0,1,0.374543351859079,0.217519312052443,0,0,0.89587928687029,0,0,0,0,1,0,0,849091.708496537,849092.237489254,0,1,1.44444444444444,0,0,0,0,849092.238830704,848177.043468549,"10","extinction",1,1,0.00200504043511481
"4171",4241,1,2,1,1,241,241,0,1,849092.52357077,4,9,0,0,0,0,0,0,8,0,1,120,1,5,0.616718858417753,0,1,849092.876312774,2,849093.287377386,0,0,1,0.590990914596696,0.623854502170661,0,0,0.769912327026258,0,0,0,0,1,0,0,849093.977164855,849094.531244868,0,1,1.44444444444444,0,0,0,0,849094.532619825,848177.043468549,"10","extinction",1,1,0.000885412444818411
"4172",4242,1,1,2,1,242,242,0,1,849094.816326635,5,9,0,0,0,0,0,0,8,0,1,120,1,5,1.32798596317895,0,1,849095.178163879,1,849095.91131153,0,0,1,0.305416732669012,0.614478203285789,0,0,0.469822660957223,0,0,0,0,1,0,0,849097.296428856,849097.849652805,0,1,1.44444444444444,0,0,0,0,849097.851007235,848177.043468549,"10","extinction",1,1,0.000406212083272597
"4173",4243,1,2,1,1,243,243,0,1,849098.137663787,6,9,0,0,0,0,0,0,8,0,1,120,1,5,1.39378327441704,0,2,849098.497309251,1,849099.062523545,0,0,0,0.393653483655276,0.125606118167301,0,0,0.172089841075849,0,0,0,0,1,0,0,849100.515692314,849101.054773076,0,1,1.44444444444444,0,0,0,0,849101.056111206,848177.043468549,"10","extinction",1,0,0.287778353718636
"4174",4244,1,1,2,1,244,244,0,1,849101.34198263,7,9,0,0,0,0,0,0,8,0,1,120,1,5,1.1328018547207,0,2,849101.699906002,2,849102.118711423,0,0,0,0.346738363650958,0.0427974089633923,0,0,0.677146421034011,0,0,0,0,1,0,0,849103.3345799,849103.864988928,0,1,1.55555555555556,0,0,0,0,849103.866341245,848177.043468549,"10","extinction",1,0,0.0956354032379574
"4175",4245,1,2,1,1,245,245,0,1,849104.153969474,8,9,0,0,0,0,0,0,8,0,1,120,1,5,1.65534910092117,0,1,849104.518816831,2,849105.07873958,0,0,1,0.535612046017138,0.657875744731874,0,0,0.266010688148624,0,0,0,0,1,0,0,849106.804074882,849107.358423548,0,1,1.55555555555556,0,1,0,0,849107.36002369,848177.043468549,"10","extinction",1,1,0.000192924760984655
"4176",4246,1,1,2,1,246,246,0,1,849107.645182128,1,10,0.85,0,0,0.85,0,1,20,2,1,120,1,5,0.665566086400498,0,2,849108.004945014,2,849108.502847413,0,0.85,0,0.983435618890213,0.16259171050914,0,1,0.132339867539917,0,0,1,0,1,2,1,849109.204517766,849109.258343617,0,1,1.44444444444444,0,0,0,0,849110.001026312,848177.043468549,"10","reinstatement",1,0,0.0344806139290417
"4177",4247,1,2,1,1,247,247,0,1,849110.448169119,2,10,0.85,0,0,0.85,0,1,20,2,1,120,2,5,1.22975693882297,0,1,849110.807377193,2,849111.239052267,0.85,0,1,0.547015742004772,0.0638149669976444,1,0,0.0300199141588161,1,0,1,0,1,1,0,849112.541956248,849113.073937042,0,1,1.44444444444444,0,0,0,0,849113.074676591,848177.043468549,"10","reinstatement",1,1,4.7785575048716e-05
"4178",4248,1,2,1,1,248,248,0,1,849113.521006498,3,10,0.85,0,0,0.85,0,1,20,2,1,120,3,5,1.78323675564579,0,1,849113.876510792,2,849114.311081576,0.85,0,1,0.380832062995766,0.391885409361905,1,0,0.453332245153499,1,0,1,0,1,1,0,849116.178350125,849116.711847447,0,1,1.44444444444444,0,0,0,0,849116.712555602,848177.043468549,"10","reinstatement",1,1,2.48330198995505e-05
"4179",4249,1,1,2,1,249,249,0,1,849117.15285502,4,10,0.85,0,0,0.85,0,1,20,2,1,120,3,5,2.74995803455469,0,2,849117.512605831,2,849117.862387528,0,0.85,0,0.482818127313752,0.138213547013171,0,1,0.769805060780574,0,0,1,0,1,2,1,849120.646412495,849120.701406833,0,1,1.33333333333333,0,0,0,0,849121.482865415,848177.043468549,"10","reinstatement",1,0,0.712336063434447
"4180",4250,1,1,2,1,250,250,0,1,849121.933816445,5,10,0.85,0,0,0.85,0,1,20,2,1,120,4,5,1.17234248669094,0,1,849122.299959974,1,849122.72651375,0.85,0,1,0.465896481457662,0.689767992719116,1,0,0.730152131553358,1,0,1,0,1,1,0,849123.967809415,849124.50195603,0,1,1.44444444444444,0,0,0,0,849124.502678373,848177.043468549,"10","reinstatement",1,1,7.26985165620424e-06
"4181",4251,1,1,2,1,1,1,0,1,849185.673314252,1,1,0.15,0,0,0.85,0,2,20,0,3,0,0,0,1.91142629403859,0,1,849186.034498278,1,849187.782200848,0.15,0,1,0.252421244726533,0.714673957028303,0,0,0.131374135487258,0,0,0,0,0,0,0,849189.787480017,849190.319238344,0,0,NA,0,0,0,0,849190.323271449,849185.590272915,"10","learning",2,0,0
"4182",4252,1,2,1,1,2,2,0,1,849190.601945103,2,1,0.15,0,0,0.85,0,2,20,0,3,0,0,1,2.09442985654168,0,2,849190.955088275,1,849191.46171463,0,0.85,0,0.214479814164187,0.312524420217189,0,1,0.0519894760273749,0,1,1,0,0,2,0,849193.623979423,849194.179527969,0,0,1,0,0,1,0,849194.181549804,849185.590272915,"10","learning",2,1,0
"4183",4253,1,2,1,1,3,3,0,1,849194.615105746,3,1,0.15,0,0,0.85,0,2,20,0,3,0,0,2,1.93961237527624,0,2,849194.974990884,1,849195.430399429,0,0.85,0,0.959929090750468,0.151859272094254,0,1,0.031408739395084,0,1,1,0,0,2,0,849197.443740884,849197.994419578,0,0,1.5,0,0,0,0,849197.997191829,849185.590272915,"10","learning",2,1,0
"4184",4254,1,1,2,1,4,4,0,1,849198.435044095,4,1,0.15,0,0,0.85,0,2,20,0,3,0,0,3,1.28486937564117,0,2,849198.794926214,2,849199.350253499,0,0.85,0,0.473802846396222,0.41438235091202,0,1,0.751970921915577,0,1,1,0,0,2,0,849200.713011405,849201.25153645,0,0,1.66666666666667,0,0,0,0,849201.252867637,849185.590272915,"10","learning",2,1,0
"4185",4255,1,2,1,1,5,5,0,1,849201.698124143,5,1,0.15,0,0,0.85,0,2,20,0,3,0,1,3,1.11924546108111,0,2,849202.064799543,1,849202.646672394,0,0.85,0,0.74283026783793,0.259701175913877,1,0,0.866294031946048,1,0,1,0,0,1,0,849203.832190404,849204.364288923,0,0,1.75,0,0,0,1,849204.369218542,849185.590272915,"10","learning",2,1,0
"4186",4256,1,1,2,1,6,6,0,1,849204.804887782,6,1,0.15,0,0,0.85,0,2,20,0,3,0,1,4,1.56136231794428,0,2,849205.166380305,2,849205.70128277,0,0.85,0,0.603128487334915,0.137226735573251,0,1,0.674359825203236,0,1,1,0,0,2,0,849207.334751355,849207.867920257,0,0,1.8,0,0,0,1,849207.869254463,849185.590272915,"10","learning",2,1,0
"4187",4257,1,1,2,1,7,7,0,1,849208.304568719,7,1,0.15,0,0,0.85,0,2,20,0,3,5,1,0,1.71736148442904,0,2,849208.669292919,2,849209.125264728,0,0.85,0,0.542658831106597,0.839875779554032,0,1,0.235209254290546,0,1,1,0,0,2,0,849210.921133942,849211.476717805,0,1,1.83333333333333,2,0,0,1,849212.90154466,849185.590272915,"10","learning",2,1,0
"4188",4258,1,2,1,1,8,8,0,1,849213.412042325,8,1,0.15,0,0,0.85,0,2,20,0,3,5,1,1,2.1617957578256,0,2,849213.773425275,1,849214.406049869,0,0.85,0,0.167160703088981,0.459348915420705,0,1,0.543085364638957,0,1,1,0,0,2,0,849216.642251705,849217.173051335,0,0,1.85714285714286,0,0,0,1,849217.173826503,849185.590272915,"10","learning",2,1,0
"4189",4259,1,1,2,1,9,9,0,1,849217.655040159,9,1,0.15,0,0,0.85,0,2,20,0,3,5,1,2,1.1233739208292,0,2,849218.010016505,2,849218.805721811,0,0.85,0,0.262140724122996,0.0746686583763156,0,1,0.56831912027886,0,1,1,0,0,2,0,849219.994939979,849220.530068533,0,0,1.875,0,1,0,1,849220.531754402,849185.590272915,"10","learning",2,1,0
"4190",4260,1,1,2,1,10,10,0,1,849220.975667948,1,2,0.85,0,0,0.15,0,1,20,0,3,5,1,2,0.548693949953662,0,2,849221.329523803,2,849221.828851569,0,0.15,0,0.880499396213769,0.60350857520183,0,0,0.897762880986997,0,0,0,0,0,0,0,849222.446873853,849222.975240519,0,0,1.88888888888889,0,0,0,1,849222.976693053,849185.590272915,"10","learning",1,0,0
"4191",4261,1,1,2,1,11,11,0,1,849223.25540776,2,2,0.85,0,0,0.15,0,1,20,0,3,5,1,2,1.60664924801987,0,2,849223.614678921,2,849224.549087608,0,0.15,0,0.263281808166775,0.242918538653908,0,0,0.79320129230008,0,0,0,0,0,0,0,849226.233325445,849226.771295375,0,0,2,0,0,0,1,849226.772656748,849185.590272915,"10","learning",1,0,0
"4192",4262,1,1,2,1,12,12,0,1,849227.051935021,3,2,0.85,0,0,0.15,0,1,20,0,3,5,2,2,1.71184178085206,0,1,849227.400879067,1,849228.54916428,0.85,0,1,0.303412588227886,0.883270691050404,1,0,0.78048854098842,1,0,1,0,0,1,0,849230.320016228,849230.87516904,0,0,2,0,0,0,1,849230.875870856,849185.590272915,"10","learning",1,1,0
"4193",4263,1,2,1,1,13,13,0,1,849231.327154531,4,2,0.85,0,0,0.15,0,1,20,0,3,5,3,2,1.89390732913912,0,1,849231.687650928,2,849232.181429665,0.85,0,1,0.107915786984134,0.722411864305423,1,0,0.00151958223972182,1,0,1,0,0,1,0,849234.139724562,849234.671571936,0,0,1.88888888888889,0,0,0,1,849234.672309673,849185.590272915,"10","learning",1,1,0
"4194",4264,1,1,2,1,14,14,0,1,849235.107205859,5,2,0.85,0,0,0.15,0,1,20,0,3,5,3,2,1.08548822159173,0,1,849235.457498901,1,849236.085483055,0.85,0,1,0.999961567398376,0.160441772799702,0,0,0.850628507491099,0,0,0,0,0,0,0,849237.242098301,849237.772664596,0,0,1.77777777777778,0,0,0,1,849237.774047099,849185.590272915,"10","learning",1,1,0
"4195",4265,1,1,2,1,15,15,0,1,849238.051421563,6,2,0.85,0,0,0.15,0,1,20,0,3,5,3,2,1.25475861135367,0,2,849238.409714408,2,849239.476678262,0,0.15,0,0.274799521288173,0.88825703962281,0,0,0.370436979298971,0,0,0,0,0,0,0,849240.794999263,849241.325786215,0,0,1.66666666666667,0,0,0,0,849241.327154833,849185.590272915,"10","learning",1,0,0
"4196",4266,1,2,1,1,16,16,0,1,849241.607280417,7,2,0.85,0,0,0.15,0,1,20,0,3,5,3,3,2.36913241119503,0,1,849241.962649178,2,849242.548795411,0.85,0,1,0.391918589367742,0.967181758101568,0,1,0.903249059356068,0,1,1,0,0,2,0,849244.998438496,849245.533812158,0,0,1.66666666666667,0,0,0,0,849245.534500693,849185.590272915,"10","learning",1,1,0
"4197",4267,1,2,1,1,17,17,0,1,849245.971991637,8,2,0.85,0,0,0.15,0,1,20,0,3,5,3,3,3.38238348644537,0,1,849246.316218269,2,849246.789065368,0.85,0,1,0.914755531319692,0.965909189766065,0,0,0.551067892918158,0,0,0,0,0,0,0,849250.235957332,849250.784522729,0,0,1.55555555555556,0,0,0,0,849250.785897081,849185.590272915,"10","learning",1,1,0
"4198",4268,1,1,2,1,18,18,0,1,849251.064569528,9,2,0.85,0,0,0.15,0,1,20,0,3,5,4,3,1.22775936855146,0,1,849251.420317722,1,849251.86120244,0.85,0,1,0.179755632521754,0.752171776344922,1,0,0.565137891962546,1,0,1,0,0,1,0,849253.154952017,849253.699107591,0,0,1.44444444444444,0,0,0,0,849253.699910228,849185.590272915,"10","learning",1,1,0
"4199",4269,1,1,2,1,19,19,0,1,849254.133565783,10,2,0.85,0,0,0.15,0,1,20,0,3,10,0,3,1.64982073291262,0,1,849254.48930643,1,849254.933449085,0.85,0,1,0.195964911892357,0.984719280597335,1,0,0.719025767813634,1,0,1,0,0,1,0,849256.657755962,849257.195586737,1,0,1.33333333333333,1,0,0,0,849258.631380945,849185.590272915,"10","learning",1,1,0
"4200",4270,1,2,1,1,20,20,0,1,849259.173636635,11,2,0.85,0,0,0.15,0,1,20,0,3,10,0,3,1.18567035323685,0,2,849259.526687438,1,849260.228560036,0,0.15,0,0.330791689049093,0.867887476692782,0,0,0.0450224271713393,0,0,0,0,0,0,0,849261.495049251,849262.03337024,0,0,1.22222222222222,0,1,1,0,849262.035643522,849185.590272915,"10","learning",1,0,0
"4201",4271,1,2,1,1,21,21,0,1,849262.314664311,1,3,0.85,0,0,0.15,1,0,0,0,2,10,1,3,1.25991948645632,0,1,849262.679240601,2,849263.348737576,0.85,0,1,0.544354427189273,0.0479041678352325,1,0,0.737790206692238,1,0,1,0,0,1,0,849264.680934922,849265.220674637,0,0,1.22222222222222,0,0,1,0,849265.221787281,849185.590272915,"10","fill",1,1,0
"4202",4272,1,2,1,1,22,22,0,1,849265.648047049,2,3,0.85,0,0,0.15,1,0,0,0,2,10,2,3,1.14944454469368,0,1,849265.982018406,2,849266.500952659,0.85,0,1,0.0424067239540219,0.71848639645058,1,0,0.276155770918448,1,0,1,0,0,1,0,849267.733300391,849268.264554013,0,0,1.22222222222222,0,0,1,0,849268.265323143,849185.590272915,"10","fill",1,1,0
"4203",4273,1,2,1,1,23,23,0,1,849268.708111066,3,3,0.85,0,0,0.15,1,0,0,0,2,10,3,3,0.661184406377067,0,1,849269.051147176,2,849270.068944335,0.85,0,1,0.307728642050695,0.498972747825805,1,0,0.814060866815379,1,0,1,0,0,1,0,849270.802512473,849271.353467969,0,0,1.22222222222222,0,0,1,0,849271.354228346,849185.590272915,"10","fill",1,1,0
"4204",4274,1,2,1,1,24,24,0,1,849271.787919822,4,3,0.85,0,0,0.15,1,0,0,0,2,10,3,3,2.49948453846325,0,1,849272.136943256,2,849273.461199059,0.85,0,1,0.968811728678953,0.992905539000652,0,0,0.121588241153735,0,0,0,0,0,0,0,849276.023375167,849276.574888192,0,0,1.22222222222222,0,0,1,0,849276.576330765,849185.590272915,"10","fill",1,1,0
"4205",4275,1,2,1,1,25,25,0,1,849276.854752973,5,3,0.85,0,0,0.15,1,0,0,0,2,10,4,3,1.29649540473049,0,1,849277.207673374,2,849277.892319019,0.85,0,1,0.398063121832577,0.985109433313726,1,0,0.781042683564228,1,0,1,0,0,1,0,849279.259312274,849279.790766027,0,0,1.11111111111111,0,0,1,0,849279.791981604,849185.590272915,"10","fill",1,1,0
